#blinkered/attestations/2 language=sk words=57125 sources=20 built=2026-09-23 digest=d975052586467641
#tokens ebible:slk=108469 ia=12492183 lz:slk_news_2020_100K=137003 lz:slk_newscrawl_2016_1M=3632538 lz:slk-sk_web_2016_1M=4210502 tat=116664 web:aktuality.sk=305078 web:cas.sk=56858 web:dobrenoviny.sk=32526 web:hlavnespravy.sk=2165816 web:hnonline.sk=407852 web:litcentrum.sk=78457 web:noviny.sk=130139 web:postoj.sk=278281 web:pravda.sk=168497 web:refresher.sk=472791 web:sita.sk=662106 web:startitup.sk=476121 web:stvr.sk=162815 web:tasr.sk=36567 web:topky.sk=118936 web:trend.sk=32370 wiki:sk=53188744 wikisource:sk=383907
MINIATÚRNOM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.zsberpo.edu.sk/sponzori.htm wiki:sk:46313 wiki:sk:46939
MOČARISKA	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.inpool.sk/virive-vane-priaznive-ucinky.php wiki:sk:2936 wiki:sk:27907
MODLIVKU	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.aanabytok.sk/e-shop/cid/156/category/sedacie-supravy.xhtml wiki:sk:224089 wiki:sk:528140
MORČAŤA	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://jandl.sk/2016/01/27/co-je-to-ta-mriezka/ wiki:sk:253603 wiki:sk:447206
NADVIHNUTÁ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://banky.sk/raiffeisen-bank-tatra-banka-as-odstepny-zavod/ wiki:sk:157655 wiki:sk:362336
NAHREJE	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.sgzp.sk/zpgroup/skoly/sgzp.nsf/ad9eaf98a51922fac12574a400256c2d/538bc91a7b4327dec1257d2e001c02c0?OpenDocument wiki:sk:9555 wiki:sk:188344
NAJČASTEJŠIEHO	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.zsfatranskanr.sk/uspechy/2015-2016 wiki:sk:266122 wiki:sk:295998
NAJRADIKÁLNEJŠIA	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://cerven.blog.sme.sk/c/215994/V-exkrementoch-po-usi.html wiki:sk:96033 wiki:sk:523981
NAJSLOBODNEJŠIE	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.mediacoeli.sk/index.php?detail=29 wiki:sk:703 wiki:sk:890
NAJZÁHADNEJŠÍCH	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://archiv.station.zoznam.sk/station/clanok.asp?cid=1164630176409 wiki:sk:14037 wiki:sk:72165
NAJZNÁMEJŠIEMU	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://plnielanu.zoznam.sk/c/5313/zneprijemnuju-vam-zivot-bolave-klby-skuste-tieto-prirodne-recepty wiki:sk:93852 wiki:sk:204443
NAKLONOVAL	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.porada.sk/t257389-ambulantny-predaj-slovenskej-sro-v-krajinach-eu-cesko-rakusko-madarsko.html wiki:sk:137222 wiki:sk:190891
NALIETALO	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://litera.rtvs.sk/clanky/tema-tyzdna/2962/tyzden-v-parizi wiki:sk:313307 wiki:sk:381380
NAMIEŠANIE	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.spotrebitelskytest.sk/susicky/lg-rc9155ap2f wiki:sk:104894 wiki:sk:146751
NÁMORNÍKOCH	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://www.protein.sk/1-1-zadarmo-artro-6-plus-best-nutrition-produkt wiki:sk:19287 wiki:sk:453087
NANUKOV	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.nasehumenne.sk/spravy/samosprava/1856-zistite-ake-opatrenia-prijmu-technicke-sluzby-mesta-humenne-pocas-sviatku-vsetkych-svatych wiki:sk:3961 wiki:sk:254626
NÁPADITÝMI	lz:slk-sk_web_2016_1M,web:startitup.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:http://www.enjoyzazitky.sk/privat-chef-pre-masozravcov-bratislava/ web:startitup.sk:https://www.startitup.sk/top-5-najlepsich-kancelarii-podla-startitup/ wiki:sk:308318 wiki:sk:534428
NAPICHNUTIE	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://bednar.blog.sme.sk/c/83137/Tri-spravy-z-Iraku.html wiki:sk:14226 wiki:sk:161211
NÁSLEDNÍCKY	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.mimibazar.sk/nove_fotografie.php?strana=4 wiki:sk:284187 wiki:sk:339048
NECHCENOM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://magazin-reality.sme.sk/c/8197302/byty-pribudaju-trh-nabral-obratky.html wiki:sk:142337 wiki:sk:174812
NEDOKÁZATEĽNÉ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.klub-tibetskej-dogy.sk/sk/info/30-plemeno-tibetska-doga/41-zdravie/139-koncatiny/ wiki:sk:1631 wiki:sk:42063
NEDOPADAJÚ	lz:slk-sk_web_2016_1M,web:sita.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:http://medialne.etrend.sk/televizia/netflix-na-slovensku-otazka-kratkeho-casu.html web:sita.sk:https://sita.sk/byvaniehrou/susedov-ker-prerasta-do-vasej-zahrady-slovenske-zakony-hovoria-jasne-no-mnohych-majitelov-pozemkov-prekvapia/ wiki:sk:81142 wiki:sk:114751
NEDORAZILO	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://lh.kbs.sk/include/kat-tob13a.htm wiki:sk:33580 wiki:sk:87238
NEIDENTICKÉ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.stor.sk/akcie/cad-softver-cadkon/relaxacny-bazen-blue-sapphire-aquacity-poprad-archstudio-s-r-o-slovensko/ wiki:sk:1630 wiki:sk:29585
NEKOMUNIKOVAŤ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://valovicova.blog.sme.sk/c/54588/Atmosfera-chvile.html wiki:sk:209342 wiki:sk:531669
NEKONFLIKTNÝ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://v-hano.webnode.sk/news/mix-na-balkone/ wiki:sk:15173 wiki:sk:82073
NEOBĽUBOVAL	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.azet.sk/katalog/alkoholicke-napoje/2/ wiki:sk:2398 wiki:sk:128107
NEODHALENÁ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://www.bodyworld.sk/idealny-doplnok-pre-nahradu-stravy-natural-oats-whey-optimum-nutrition-1363-g-2297 wiki:sk:206101 wiki:sk:328848
NEODLIŠOVALA	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.receptar.sk/index.php?ID=11=3=2131274903 wiki:sk:3328 wiki:sk:132011
NEOVERIL	lz:slk-sk_web_2016_1M,web:startitup.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:https://prostredna.blog.sme.sk/c/137478/Kam-chodi-spavat-krasna-kvetinarka.html web:startitup.sk:https://www.startitup.sk/snapchat-to-poriadne-domrvil-bezpecnost-na-bode-mrazu/ wiki:sk:301019 wiki:sk:301095
NEOZNAČILI	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.stellacentrum.sk/testy.php?id=_0editable/testy/chevrolet_orlando_pohodlny_dostavnik_12_2011/test wiki:sk:703 wiki:sk:31612
NEPORAZITEĽNÝM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://zsmrmlm.zof.sk/dokumenty/rok-2012/ wiki:sk:48977 wiki:sk:183478
NEPRIDELIL	lz:slk-sk_web_2016_1M,web:pravda.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:http://www.putnici.sk/news/8177 web:pravda.sk:https://www.pravda.sk/kategoria/exclusive wiki:sk:23106 wiki:sk:128956
NEPRINÚTIL	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.slovenske-sutaze.sk/archiv/?go=sutaze=1=id=922 wiki:sk:36130 wiki:sk:130141
NEPUBLIKOVANÉHO	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.armory.sk/zbrane-dlhe-zbrane/557/dpms-moe-ar-10-.308-winchester/detail wiki:sk:88684 wiki:sk:259014
NEROVNÉMU	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://medialne.blog.etrend.sk/mediawatch/markiza-opat-strasi-jadrovou-bombou-al-kaidy-v-europe-2.html wiki:sk:93959 wiki:sk:120063
NEURALGIE	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.karpatskamapa.sk/index.php/kmpTrail/poi/view/id/448 wiki:sk:32744 wiki:sk:33007
NEZNIČENÉ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://www.relaxero.sk/wellness-pobyty/oblibena-termalni-oblast-podhajska-1665/ wiki:sk:4054 wiki:sk:34692
NOVORODENECKÉHO	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.zenyvmeste.sk/vlastneho-syna-prezila-o-37-rokov--aj-tak-rozosmievala-a-inspirovala-zeny wiki:sk:632166 wiki:sk:687570
NYLONOVÝCH	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://mikulas.dnes24.sk/poharova-sutaz-vo-fitness-deti-je-pred-dverami-117395 wiki:sk:142663 wiki:sk:202724
OBMIEŇALI	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.maad.sk/2063-pohar-strieborny-p23576/ wiki:sk:6748 wiki:sk:29739
OBVÄZU	lz:slk-sk_web_2016_1M,web:aktuality.sk,web:cas.sk,web:stvr.sk,wiki:sk	1,1,1,1,5	lz:slk-sk_web_2016_1M:http://www.fkoravandorast.6f.sk/news.php?rowstart=88 web:aktuality.sk:https://www.aktuality.sk/clanok/GgAyeq4/co-patri-do-evakuacnej-lekarnicky-farmaceut-varuje-pred-chybami-a-odporuca-veci-ktore-zachrania-zivot/ web:cas.sk:https://www.cas.sk/spravy/krvavy-incident-v-nemocnici-asistent-sestricky-chlapcekovi-odstrihol-prst?itm_modul=react_novycas_topbox&amp;itm_brand=novycas&amp;itm_template=hp&amp;itm_position=5&amp;itm_cb_position=top_main_1 web:stvr.sk:https://fm.stvr.sk/rubriky/serialy_fm/zname-prisery wiki:sk:6957 wiki:sk:259652
ODHADOVANOM	lz:slk-sk_web_2016_1M,web:hnonline.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:http://www.egyptan.sk/clanky/prispevky/zaujimave-prispevky/jean-francois-champollion.html web:hnonline.sk:https://hnonline.sk/finweb/ekonomika/96302833-vyssie-uroky-by-stat-vysli-draho-rast-prirazky-by-znamenal-91-milionov-eur-rocne-upozornuje-rozpoctova-rada wiki:sk:28906 wiki:sk:127161
ODOPIERANÉ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://byvaniejehra.webnoviny.sk/ratan-interieri-15-prikladov/ wiki:sk:74894 wiki:sk:183104
ODPLAVUJÚ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://gamesweb.sk/5/archiv-noviniek.html?select_index=7 wiki:sk:31934 wiki:sk:183133
ODŠKODNENÝ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://www.fitlekaren.sk/produkt/health-link-chlorella-japan-tbl-1x750-ks/ wiki:sk:2398 wiki:sk:6883
ODSTRÁNENÚ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://kvety.pravda.sk/sk_kvety_vsetky-kvety_p-2497_smutocny-veniec---cierny wiki:sk:83457 wiki:sk:141395
ODSTRÁNENÝM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.eurorealplus.sk/domy.html wiki:sk:39077 wiki:sk:90337
ODVODŇOVACÍM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://mojdom.zoznam.sk/cl/10055/1331125/Vyber-pozemku-pre-nizkoenergeticke-a-pasivne-domy wiki:sk:287263 wiki:sk:532094
OKOLOIDÚCE	lz:slk-sk_web_2016_1M,web:hlavnespravy.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:http://ruzomberok.dnes24.sk/termin-volieb-do-vuc-je-uz-znamy-kedy-budeme-volit-poslancov-a-zupana-157093 web:hlavnespravy.sk:https://www.hlavnespravy.sk/nemecko-kanadsky-pornoherec-nebude-bojovat-proti-svojmu-vydaniu-do-vlasti/1360 wiki:sk:8995 wiki:sk:266998
OMLADENIU	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://revuca.dnes24.sk/sport/strana/7 wiki:sk:7710 wiki:sk:30835
OPAROM	lz:slk-sk_web_2016_1M,web:noviny.sk,web:stvr.sk,wiki:sk	1,1,2,5	lz:slk-sk_web_2016_1M:http://lucasperny.blog.pravda.sk/2016/12/ web:noviny.sk:https://www.noviny.sk/slovensko/1260887-foto-a-video-unikatny-svetovy-rekord-v-bratislave-jaan-roose-presiel-na-slackline-14-7-km web:stvr.sk:https://slovensko.stvr.sk/rubriky/starsie-znovu-si-vypocujte/zrucne-strucne wiki:sk:19826 wiki:sk:90679
ORÁLNOU	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://vysetrenie.zoznam.sk/cl/1000665/1366051/Toto-vysetrenie-vas-zachrani--Vdaka-nemu-nepridete-o-cuch wiki:sk:14742 wiki:sk:110534
OSEMDESIATKY	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.elbaradam.expedition.sk/zaujimavosti.php wiki:sk:33643 wiki:sk:111669
OSIČKY	lz:slk-sk_web_2016_1M,web:sita.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:http://www.hasicikorna.sk/index.php?option=com_content=view=88=1 web:sita.sk:https://sita.sk/byvaniehrou/vosky-mozu-ustupit-aj-bez-klasickej-chemie-tradicny-cibulovy-trik-skusaju-aj-slovenski-zahradkari/ wiki:sk:51400 wiki:sk:225584
OSLOBODZUJÚCA	lz:slk-sk_web_2016_1M,web:startitup.sk,wiki:sk	1,3,5	lz:slk-sk_web_2016_1M:http://budaj.slovaknhl.sk/section.php?list=14 web:startitup.sk:https://www.startitup.sk/kickstarter-hodinky-3d-okuliare-a-oslobodzujuca-herna-konzola/ wiki:sk:15242 wiki:sk:183104
OSLOVOVANÁ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.prave-spektrum.sk/article.php?519=1 wiki:sk:239025 wiki:sk:519518
OVLÁDAČU	lz:slk-sk_web_2016_1M,web:startitup.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:http://www.lesy.sk/showdoc.do?docid=253=26 web:startitup.sk:https://www.startitup.sk/indiekicks-rozsviet-si-pocitac/ wiki:sk:30861 wiki:sk:317012
OŽIVOVANIU	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.vzory-zmluv-zadarmo.sk/rodina-domace-nasilie-zdravie/vyzivne/navrh-na-urcenie-vyzivneho-pre-malolete-dieta/ wiki:sk:87784 wiki:sk:113969
PAMÄTNÍČEK	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://www.xparfemy.sk/parfemy-damske/elizabeth-taylor/c-200.html wiki:sk:51763 wiki:sk:134490
PANKREATICKÉ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://kocur.blog.sme.sk/c/114253/Cirkev-pana-Palka.html wiki:sk:133953 wiki:sk:138157
PAVIÁNY	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://bratislava.sme.sk/c/8112861/zahorska-bystrica-rata-s-vacsou-skolkou-i-novou-svetelnou-krizovatkou.html wiki:sk:3002 wiki:sk:44663
PAVÚČIA	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.sksapa.sk/aktuality-a-oznamy/vyzva-prezidentky-sk-sapa-musime-byt-sudrzne-pridajte-sa-aj-vy-k-vypovediam.html wiki:sk:35573 wiki:sk:144807
PESTROFAREBNE	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.parlamentnelisty.sk/arena/monitor/Uznavany-expert-V-Europe-sa-vytvaraju-nenasilne-islamisticke-struktury-Mozu-odsudzovat-terorizmus-svojich-spoluveriacich-ale-283965 wiki:sk:217180 wiki:sk:509620
PLNOTUČNÉHO	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://polovnictvo.pluska.sk/polovnictvo-rybarstvo/rybar/aktuality/2016/pozvanka-sen-kazdeho-rybara.html wiki:sk:6204 wiki:sk:128835
PÓDIOVÚ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://veni-vidi.sk/problemy-so-zrakom/ wiki:sk:14204 wiki:sk:173970
PODTRHNÚŤ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://oblecenie.bazos.sk/svetre/ wiki:sk:88479 wiki:sk:159314
POÉZIÍ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://tv.teraz.sk/cd-klub/160417-004-004_cd_klub_20160428x45b1o7/7045/ wiki:sk:143365 wiki:sk:269504
POHLCUJÚCA	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://hanzelova.blog.sme.sk/rss wiki:sk:66707 wiki:sk:90449
POHORŠOVALA	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://realityshow.sme.sk/c/2544330/divoka-karta-je-konecna.html wiki:sk:9451 wiki:sk:258515
POHŔDANIU	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://jakubcikova.blog.sme.sk/c/171424/Este-ma-to-nepreslo.html wiki:sk:144372 wiki:sk:241958
POKROKOVEJŠIE	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://www.zamenej.sk/zlava/info/kurz-kreslenia-pravou-hemisferou wiki:sk:9810 wiki:sk:159430
POKRYTECTVU	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.tulavalabka.sk/pages/nasli-domov/rok-2015/liliana.php wiki:sk:33900 wiki:sk:34920
POMPÉZNA	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.zoznam.sk/katalog/Domacnost-zahrada-kancelaria/postove-schranky-vyroba-predaj/ wiki:sk:2645 wiki:sk:170757
PONÚKANÍM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.kosicezapad.sk/article-item-sk/aj-prvy-vikend-pocas-dni-terasy-2016-potvrdil-skvele-nastavenie-programu/ wiki:sk:151499 wiki:sk:199623
POOPERAČNOM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://finweb.hnonline.sk/ekonomika/889456-v-nasich-restauraciach-nema-kto-varit wiki:sk:66955 wiki:sk:159197
PORNOGRAFICKÝM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.mestotornala.sk/spolocny-stavebny-urad.phtml?id3=16231 wiki:sk:30804 wiki:sk:37292
POŠKRIABANIE	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.rokosport.sk/zajazd_detail.php?id=115 wiki:sk:69431 wiki:sk:109303
POSLÍČKOM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.astrencin.sk/zapas.asp?ID=Po-penaltovom-rozstrele-sme-v-Slovnaft-Cupe-vyradili-Ruzomberok-5200 wiki:sk:13593 wiki:sk:173970
POSTUPOVÝMI	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.mlady-uspesny.sk/meranie-hodnoty/ wiki:sk:442769 wiki:sk:601771
POTVRDZUJÚCIM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://cudzinec.blog.pravda.sk/2015/11/19/operacia-uspesna-ukrajina-smeruje-k-rozpadu/ wiki:sk:78134 wiki:sk:192325
POVÝŠENE	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://www.unsk.sk/zobraz/sekciu/a136-povolovanie-cinnosti-verejnej-lekarne-pobocky-verejnej-lekarne-a-vydajne-z wiki:sk:321682 wiki:sk:331304
PRASATAMI	lz:slk-sk_web_2016_1M,web:postoj.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:http://www.ziar.sk/board.php?work=archive_detail=2000 web:postoj.sk:https://www.postoj.sk/273/11-september-2001-je-zodpovedny-zapad wiki:sk:44296 wiki:sk:129101
PREČESÁVALI	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.sociologia.sav.sk/vyskumne_projekty.php wiki:sk:341047 wiki:sk:654234
PREDÁVAJÚCU	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://bratislava-iii.k-f.sk/1-vzdelavanie/strana-1/40789292-mgr-michaela-wickleinova wiki:sk:297198 wiki:sk:627446
PREDLOHÁM	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:http://www.vasadielna.sk/eshop/darcekova-ploskacka-girls-on-tour-82090 wiki:sk:9810 wiki:sk:50120
PREDVÁDZANÁ	lz:slk-sk_web_2016_1M,wiki:sk	1,5	lz:slk-sk_web_2016_1M:https://www.mojasvadba.sk/forum/fotograf-a-fotografie/svadobne-fotenie-vo-vranove-nad-toplou-kde-sa-fotit/?source=more_from_category wiki:sk:15102 wiki:sk:510675
PREDVÍDATEĽNÝM	lz:slk-sk_web_2016_1M,web:sita.sk,wiki:sk	1,1,5	lz:slk-sk_web_2016_1M:http://www.opoisteni.sk/zahranicie/munich-re-pocet-utecencov-prichadzajucich-do-europy-este-porastie/ web:sita.sk:https://sita.sk/byvaniehrou/chcete-zbierat-hriby-vo-vlastnej-zahrade-vhodne-stromy-su-zaklad-domace-postupy-vsak-urodu-nezarucia/ wiki:sk:22963 wiki:sk:69238
